index,cx,cy,newX,newY
a169.2x-32.4,169.2,-32.4,167.1900024,-42.78
a172.8x-32.4,172.8,-32.4,170.6999969,-42.43
a176.4x-32.4,176.4,-32.4,174.2299957,-42
a-180x-28.8,-180,-28.8,-180.2799988,-33.47
a-176.4x-28.8,-176.4,-28.8,-176.7899933,-33.63
a-172.8x-28.8,-172.8,-28.8,-173.3099976,-33.81
a-169.2x-28.8,-169.2,-28.8,-169.8399963,-33.98
a-165.6x-28.8,-165.6,-28.8,-166.3899994,-34.17
a-162x-28.8,-162,-28.8,-162.9499969,-34.35
a-158.4x-28.8,-158.4,-28.8,-159.5299988,-34.54
a-154.8x-28.8,-154.8,-28.8,-156.1300049,-34.74
a-151.2x-28.8,-151.2,-28.8,-152.7400055,-34.93
a-147.6x-28.8,-147.6,-28.8,-149.3699951,-35.13
a-144x-28.8,-144,-28.8,-146.0099945,-35.34
a-140.4x-28.8,-140.4,-28.8,-142.6600037,-35.54
a-136.8x-28.8,-136.8,-28.8,-139.3300018,-35.76
a-133.2x-28.8,-133.2,-28.8,-136.0099945,-35.97
a-129.6x-28.8,-129.6,-28.8,-132.6999969,-36.2
a-126x-28.8,-126,-28.8,-129.3899994,-36.43
a-122.4x-28.8,-122.4,-28.8,-126.0800018,-36.67
a-118.8x-28.8,-118.8,-28.8,-122.7699966,-36.92
a-115.2x-28.8,-115.2,-28.8,-119.4599991,-37.18
a-111.6x-28.8,-111.6,-28.8,-116.1299973,-37.46
a-108x-28.8,-108,-28.8,-112.7900009,-37.75
a-104.4x-28.8,-104.4,-28.8,-109.4199982,-38.06
a-100.8x-28.8,-100.8,-28.8,-106.0299988,-38.38
a-97.2x-28.8,-97.2,-28.8,-102.5899963,-38.7
a-93.6x-28.8,-93.6,-28.8,-99.0999985,-39.03
a-90x-28.8,-90,-28.8,-95.5699997,-39.35
a-86.4x-28.8,-86.4,-28.8,-92,-39.65
a-82.8x-28.8,-82.8,-28.8,-88.4199982,-39.89
a-79.2x-28.8,-79.2,-28.8,-84.9599991,-40.04
a-75.6x-28.8,-75.6,-28.8,-81.9000015,-40.01
a-72x-28.8,-72,-28.8,-79.7799988,-39.71
a-68.4x-28.8,-68.4,-28.8,-78.5999985,-39.27
a-64.8x-28.8,-64.8,-28.8,-77.8199997,-38.78
a-61.2x-28.8,-61.2,-28.8,-77.0599976,-38.48
a-57.6x-28.8,-57.6,-28.8,-76.0400009,-38.51
a-54x-28.8,-54,-28.8,-74.5199966,-38.97
a-50.4x-28.8,-50.4,-28.8,-72.2399979,-40.01
a-46.8x-28.8,-46.8,-28.8,-68.9899979,-41.66
a-43.2x-28.8,-43.2,-28.8,-65.0100021,-43.65
a-39.6x-28.8,-39.6,-28.8,-60.5400009,-45.73
a-36x-28.8,-36,-28.8,-55.7599983,-47.72
a-32.4x-28.8,-32.4,-28.8,-50.8400002,-49.53
a-28.8x-28.8,-28.8,-28.8,-45.8600006,-51.13
a-25.2x-28.8,-25.2,-28.8,-40.8800011,-52.54
a-21.6x-28.8,-21.6,-28.8,-35.9000015,-53.77
a-18x-28.8,-18,-28.8,-30.9200001,-54.85
a-14.4x-28.8,-14.4,-28.8,-25.9500008,-55.81
a-10.8x-28.8,-10.8,-28.8,-20.9699993,-56.64
a-7.2x-28.8,-7.2,-28.8,-16,-57.37
a-3.6x-28.8,-3.6,-28.8,-11.0200005,-57.98
a0x-28.8,0,-28.8,-6.0599999,-58.49
a3.6x-28.8,3.6,-28.8,-1.09,-58.86
a7.2x-28.8,7.2,-28.8,3.8299999,-59.13
a10.8x-28.8,10.8,-28.8,8.6499996,-59.31
a14.4x-28.8,14.4,-28.8,13.3000002,-59.41
a18x-28.8,18,-28.8,17.7800007,-59.45
a21.6x-28.8,21.6,-28.8,22.1299992,-59.45
a25.2x-28.8,25.2,-28.8,26.4400005,-59.4
a28.8x-28.8,28.8,-28.8,30.8500004,-59.28
a32.4x-28.8,32.4,-28.8,35.3800011,-59.09
a36x-28.8,36,-28.8,39.9099998,-58.8
a39.6x-28.8,39.6,-28.8,44.2700005,-58.44
a43.2x-28.8,43.2,-28.8,48.4199982,-58.1
a46.8x-28.8,46.8,-28.8,52.4599991,-57.82
a50.4x-28.8,50.4,-28.8,56.6699982,-57.56
a54x-28.8,54,-28.8,61.0400009,-57.22
a57.6x-28.8,57.6,-28.8,65.4199982,-56.76
a61.2x-28.8,61.2,-28.8,69.7600021,-56.21
a64.8x-28.8,64.8,-28.8,74.0199966,-55.59
a68.4x-28.8,68.4,-28.8,78.2200012,-54.9
a72x-28.8,72,-28.8,82.3399963,-54.16
a75.6x-28.8,75.6,-28.8,86.3799973,-53.39
a79.2x-28.8,79.2,-28.8,90.3499985,-52.57
a82.8x-28.8,82.8,-28.8,94.2699966,-51.74
a86.4x-28.8,86.4,-28.8,98.1299973,-50.88
a90x-28.8,90,-28.8,101.9499969,-50.01
a93.6x-28.8,93.6,-28.8,105.75,-49.13
a97.2x-28.8,97.2,-28.8,109.5400009,-48.23
a100.8x-28.8,100.8,-28.8,113.3799973,-47.31
a104.4x-28.8,104.4,-28.8,117.3300018,-46.33
a108x-28.8,108,-28.8,121.2600021,-45.33
a111.6x-28.8,111.6,-28.8,124.9000015,-44.34
a115.2x-28.8,115.2,-28.8,127.9800034,-43.43
a118.8x-28.8,118.8,-28.8,130.4299927,-42.64
a122.4x-28.8,122.4,-28.8,132.4299927,-41.99
a126x-28.8,126,-28.8,134.2599945,-41.54
a129.6x-28.8,129.6,-28.8,136.0200043,-41.3
a133.2x-28.8,133.2,-28.8,137.7100067,-41.26
a136.8x-28.8,136.8,-28.8,139.2400055,-41.43
a140.4x-28.8,140.4,-28.8,140.6799927,-41.73
a144x-28.8,144,-28.8,142.3500061,-42.03
a147.6x-28.8,147.6,-28.8,144.7700043,-42.12
a151.2x-28.8,151.2,-28.8,148.2799988,-41.81
a154.8x-28.8,154.8,-28.8,152.3099976,-41.29
a158.4x-28.8,158.4,-28.8,156.3999939,-40.71
a162x-28.8,162,-28.8,160.3000031,-40.15
a165.6x-28.8,165.6,-28.8,163.9700012,-39.67
a169.2x-28.8,169.2,-28.8,167.5299988,-39.24
a172.8x-28.8,172.8,-28.8,171.1000061,-38.82
a176.4x-28.8,176.4,-28.8,174.6499939,-38.38
a-180x-25.2,-180,-25.2,-180.4400024,-29.76
a-176.4x-25.2,-176.4,-25.2,-176.9499969,-29.91
a-172.8x-25.2,-172.8,-25.2,-173.4700012,-30.07
a-169.2x-25.2,-169.2,-25.2,-170.0099945,-30.23
a-165.6x-25.2,-165.6,-25.2,-166.5700073,-30.39
a-162x-25.2,-162,-25.2,-163.1399994,-30.56
a-158.4x-25.2,-158.4,-25.2,-159.7299957,-30.73
a-154.8x-25.2,-154.8,-25.2,-156.3300018,-30.91
a-151.2x-25.2,-151.2,-25.2,-152.9400024,-31.09
a-147.6x-25.2,-147.6,-25.2,-149.5800018,-31.27
a-144x-25.2,-144,-25.2,-146.2299957,-31.46
a-140.4x-25.2,-140.4,-25.2,-142.8899994,-31.65
a-136.8x-25.2,-136.8,-25.2,-139.5700073,-31.84
a-133.2x-25.2,-133.2,-25.2,-136.2599945,-32.05
a-129.6x-25.2,-129.6,-25.2,-132.9600067,-32.26
a-126x-25.2,-126,-25.2,-129.6600037,-32.48
a-122.4x-25.2,-122.4,-25.2,-126.3700027,-32.72
a-118.8x-25.2,-118.8,-25.2,-123.0899963,-32.97
a-115.2x-25.2,-115.2,-25.2,-119.7900009,-33.24
a-111.6x-25.2,-111.6,-25.2,-116.4800034,-33.53
a-108x-25.2,-108,-25.2,-113.1600037,-33.85
a-104.4x-25.2,-104.4,-25.2,-109.8099976,-34.19
a-100.8x-25.2,-100.8,-25.2,-106.4199982,-34.54
a-97.2x-25.2,-97.2,-25.2,-102.9899979,-34.92
a-93.6x-25.2,-93.6,-25.2,-99.5,-35.3
a-90x-25.2,-90,-25.2,-95.9599991,-35.69
a-86.4x-25.2,-86.4,-25.2,-92.3600006,-36.05
a-82.8x-25.2,-82.8,-25.2,-88.7600021,-36.37
a-79.2x-25.2,-79.2,-25.2,-85.2799988,-36.63
a-75.6x-25.2,-75.6,-25.2,-82.2099991,-36.79
a-72x-25.2,-72,-25.2,-80.0599976,-36.8
a-68.4x-25.2,-68.4,-25.2,-78.8600006,-36.67
a-64.8x-25.2,-64.8,-25.2,-78.0599976,-36.51
a-61.2x-25.2,-61.2,-25.2,-77.3700027,-36.35
a-57.6x-25.2,-57.6,-25.2,-76.5299988,-36.3
a-54x-25.2,-54,-25.2,-75.2900009,-36.53
a-50.4x-25.2,-50.4,-25.2,-73.4400024,-37.2
a-46.8x-25.2,-46.8,-25.2,-70.6999969,-38.48
a-43.2x-25.2,-43.2,-25.2,-67.0500031,-40.29
a-39.6x-25.2,-39.6,-25.2,-62.6300011,-42.36
a-36x-25.2,-36,-25.2,-57.7099991,-44.46
a-32.4x-25.2,-32.4,-25.2,-52.5499992,-46.42
a-28.8x-25.2,-28.8,-25.2,-47.3400002,-48.14
a-25.2x-25.2,-25.2,-25.2,-42.1699982,-49.65
a-21.6x-25.2,-21.6,-25.2,-37.0400009,-50.94
a-18x-25.2,-18,-25.2,-31.9300003,-52.07
a-14.4x-25.2,-14.4,-25.2,-26.8299999,-53.07
a-10.8x-25.2,-10.8,-25.2,-21.7399998,-53.95
a-7.2x-25.2,-7.2,-25.2,-16.6499996,-54.7
a-3.6x-25.2,-3.6,-25.2,-11.5500002,-55.35
a0x-25.2,0,-25.2,-6.46,-55.88
a3.6x-25.2,3.6,-25.2,-1.38,-56.28
a7.2x-25.2,7.2,-25.2,3.6500001,-56.57
a10.8x-25.2,10.8,-25.2,8.54,-56.77
a14.4x-25.2,14.4,-25.2,13.2399998,-56.89
a18x-25.2,18,-25.2,17.75,-56.96
a21.6x-25.2,21.6,-25.2,22.1499996,-56.97
a25.2x-25.2,25.2,-25.2,26.5300007,-56.91
a28.8x-25.2,28.8,-25.2,31.0100002,-56.78
a32.4x-25.2,32.4,-25.2,35.6399994,-56.55
a36x-25.2,36,-25.2,40.2900009,-56.23
a39.6x-25.2,39.6,-25.2,44.7000008,-55.84
a43.2x-25.2,43.2,-25.2,48.7599983,-55.45
a46.8x-25.2,46.8,-25.2,52.6399994,-55.11
a50.4x-25.2,50.4,-25.2,56.8400002,-54.78
a54x-25.2,54,-25.2,61.3400002,-54.36
a57.6x-25.2,57.6,-25.2,65.8700027,-53.81
a61.2x-25.2,61.2,-25.2,70.3399963,-53.17
a64.8x-25.2,64.8,-25.2,74.6999969,-52.45
a68.4x-25.2,68.4,-25.2,78.9599991,-51.67
a72x-25.2,72,-25.2,83.1299973,-50.85
a75.6x-25.2,75.6,-25.2,87.2099991,-50
a79.2x-25.2,79.2,-25.2,91.2099991,-49.12
a82.8x-25.2,82.8,-25.2,95.1399994,-48.22
a86.4x-25.2,86.4,-25.2,99.0100021,-47.31
a90x-25.2,90,-25.2,102.8300018,-46.4
a93.6x-25.2,93.6,-25.2,106.5999985,-45.5
a97.2x-25.2,97.2,-25.2,110.3499985,-44.62
a100.8x-25.2,100.8,-25.2,114.1299973,-43.79
a104.4x-25.2,104.4,-25.2,117.9599991,-43.04
a108x-25.2,108,-25.2,121.75,-42.41
a111.6x-25.2,111.6,-25.2,125.25,-41.94
a115.2x-25.2,115.2,-25.2,128.2599945,-41.6
a118.8x-25.2,118.8,-25.2,130.7100067,-41.31
a122.4x-25.2,122.4,-25.2,132.7299957,-41.03
a126x-25.2,126,-25.2,134.4799957,-40.81
a129.6x-25.2,129.6,-25.2,136.0800018,-40.68
a133.2x-25.2,133.2,-25.2,137.6100006,-40.65
a136.8x-25.2,136.8,-25.2,139.0800018,-40.67
a140.4x-25.2,140.4,-25.2,140.6199951,-40.65
a144x-25.2,144,-25.2,142.5099945,-40.48
a147.6x-25.2,147.6,-25.2,145.1900024,-40.01
a151.2x-25.2,151.2,-25.2,148.8600006,-39.22
a154.8x-25.2,154.8,-25.2,152.8999939,-38.38
a158.4x-25.2,158.4,-25.2,156.9400024,-37.6
a162x-25.2,162,-25.2,160.7799988,-36.95
a165.6x-25.2,165.6,-25.2,164.4100037,-36.38
a169.2x-25.2,169.2,-25.2,167.9600067,-35.86
a172.8x-25.2,172.8,-25.2,171.5500031,-35.33
a176.4x-25.2,176.4,-25.2,175.0800018,-34.85
a-180x-21.6,-180,-21.6,-180.5800018,-26.04
a-176.4x-21.6,-176.4,-21.6,-177.1000061,-26.18
a-172.8x-21.6,-172.8,-21.6,-173.6300049,-26.32
a-169.2x-21.6,-169.2,-21.6,-170.1699982,-26.47
a-165.6x-21.6,-165.6,-21.6,-166.7400055,-26.62
a-162x-21.6,-162,-21.6,-163.3099976,-26.77
a-158.4x-21.6,-158.4,-21.6,-159.8999939,-26.92
a-154.8x-21.6,-154.8,-21.6,-156.5099945,-27.08
a-151.2x-21.6,-151.2,-21.6,-153.1300049,-27.24
a-147.6x-21.6,-147.6,-21.6,-149.7700043,-27.4
a-144x-21.6,-144,-21.6,-146.4299927,-27.57
a-140.4x-21.6,-140.4,-21.6,-143.1000061,-27.74
a-136.8x-21.6,-136.8,-21.6,-139.7899933,-27.92
a-133.2x-21.6,-133.2,-21.6,-136.5,-28.11
a-129.6x-21.6,-129.6,-21.6,-133.2100067,-28.3
a-126x-21.6,-126,-21.6,-129.9400024,-28.51
a-122.4x-21.6,-122.4,-21.6,-126.6699982,-28.74
a-118.8x-21.6,-118.8,-21.6,-123.4000015,-28.99
a-115.2x-21.6,-115.2,-21.6,-120.1299973,-29.27
a-111.6x-21.6,-111.6,-21.6,-116.8499985,-29.58
a-108x-21.6,-108,-21.6,-113.5500031,-29.91
a-104.4x-21.6,-104.4,-21.6,-110.2300034,-30.28
a-100.8x-21.6,-100.8,-21.6,-106.8600006,-30.69
a-97.2x-21.6,-97.2,-21.6,-103.4400024,-31.12
a-93.6x-21.6,-93.6,-21.6,-99.9400024,-31.58
a-90x-21.6,-90,-21.6,-96.3600006,-32.05
a-86.4x-21.6,-86.4,-21.6,-92.7200012,-32.5
a-82.8x-21.6,-82.8,-21.6,-89.0999985,-32.92
a-79.2x-21.6,-79.2,-21.6,-85.6500015,-33.32
a-75.6x-21.6,-75.6,-21.6,-82.6500015,-33.69
a-72x-21.6,-72,-21.6,-80.5400009,-34.03
a-68.4x-21.6,-68.4,-21.6,-79.3099976,-34.27
a-64.8x-21.6,-64.8,-21.6,-78.4400024,-34.45
a-61.2x-21.6,-61.2,-21.6,-77.7099991,-34.53
a-57.6x-21.6,-57.6,-21.6,-76.8799973,-34.6
a-54x-21.6,-54,-21.6,-75.7399979,-34.8
a-50.4x-21.6,-50.4,-21.6,-74.1600037,-35.27
a-46.8x-21.6,-46.8,-21.6,-71.8899994,-36.19
a-43.2x-21.6,-43.2,-21.6,-68.6600037,-37.61
a-39.6x-21.6,-39.6,-21.6,-64.4700012,-39.44
a-36x-21.6,-36,-21.6,-59.5299988,-41.46
a-32.4x-21.6,-32.4,-21.6,-54.2099991,-43.45
a-28.8x-21.6,-28.8,-21.6,-48.7900009,-45.26
a-25.2x-21.6,-25.2,-21.6,-43.4399986,-46.83
a-21.6x-21.6,-21.6,-21.6,-38.1599998,-48.18
a-18x-21.6,-18,-21.6,-32.9199982,-49.36
a-14.4x-21.6,-14.4,-21.6,-27.7000008,-50.4
a-10.8x-21.6,-10.8,-21.6,-22.4899998,-51.32
a-7.2x-21.6,-7.2,-21.6,-17.2800007,-52.11
a-3.6x-21.6,-3.6,-21.6,-12.0799999,-52.78
a0x-21.6,0,-21.6,-6.8699999,-53.34
a3.6x-21.6,3.6,-21.6,-1.6799999,-53.76
a7.2x-21.6,7.2,-21.6,3.45,-54.07
a10.8x-21.6,10.8,-21.6,8.3999996,-54.3
a14.4x-21.6,14.4,-21.6,13.1400003,-54.45
a18x-21.6,18,-21.6,17.6900005,-54.53
a21.6x-21.6,21.6,-21.6,22.1399994,-54.55
a25.2x-21.6,25.2,-21.6,26.6000004,-54.51
a28.8x-21.6,28.8,-21.6,31.1499996,-54.37
a32.4x-21.6,32.4,-21.6,35.8600006,-54.16
a36x-21.6,36,-21.6,40.5800018,-53.88
a39.6x-21.6,39.6,-21.6,45.0600014,-53.53
a43.2x-21.6,43.2,-21.6,49.1199989,-53.14
a46.8x-21.6,46.8,-21.6,52.9099998,-52.72
a50.4x-21.6,50.4,-21.6,57.1100006,-52.24
a54x-21.6,54,-21.6,61.7400017,-51.65
a57.6x-21.6,57.6,-21.6,66.4100037,-50.94
a61.2x-21.6,61.2,-21.6,70.9899979,-50.16
a64.8x-21.6,64.8,-21.6,75.4400024,-49.33
a68.4x-21.6,68.4,-21.6,79.7600021,-48.46
a72x-21.6,72,-21.6,83.9700012,-47.55
a75.6x-21.6,75.6,-21.6,88.0899963,-46.61
a79.2x-21.6,79.2,-21.6,92.1100006,-45.66
a82.8x-21.6,82.8,-21.6,96.0500031,-44.69
a86.4x-21.6,86.4,-21.6,99.9199982,-43.71
a90x-21.6,90,-21.6,103.7200012,-42.76
a93.6x-21.6,93.6,-21.6,107.4499969,-41.83
a97.2x-21.6,97.2,-21.6,111.1399994,-40.96
a100.8x-21.6,100.8,-21.6,114.7900009,-40.2
a104.4x-21.6,104.4,-21.6,118.4400024,-39.6
a108x-21.6,108,-21.6,122.0100021,-39.23
a111.6x-21.6,111.6,-21.6,125.3300018,-39.09
a115.2x-21.6,115.2,-21.6,128.25,-39.13
a118.8x-21.6,118.8,-21.6,130.7200012,-39.25
a122.4x-21.6,122.4,-21.6,132.7899933,-39.37
a126x-21.6,126,-21.6,134.5399933,-39.46
a129.6x-21.6,129.6,-21.6,136.1000061,-39.5
a133.2x-21.6,133.2,-21.6,137.6199951,-39.47
a136.8x-21.6,136.8,-21.6,139.1900024,-39.3
a140.4x-21.6,140.4,-21.6,140.9600067,-38.92
a144x-21.6,144,-21.6,143.1300049,-38.26
a147.6x-21.6,147.6,-21.6,146.0200043,-37.31
a151.2x-21.6,151.2,-21.6,149.6999969,-36.22
a154.8x-21.6,154.8,-21.6,153.6300049,-35.22
a158.4x-21.6,158.4,-21.6,157.5399933,-34.38
a162x-21.6,162,-21.6,161.3000031,-33.69
a165.6x-21.6,165.6,-21.6,164.8999939,-33.09
a169.2x-21.6,169.2,-21.6,168.4499969,-32.51
a172.8x-21.6,172.8,-21.6,172.0399933,-31.94
a176.4x-21.6,176.4,-21.6,175.5099945,-31.44
a-180x-18,-180,-18,-180.7100067,-22.32
a-176.4x-18,-176.4,-18,-177.2299957,-22.45
a-172.8x-18,-172.8,-18,-173.7700043,-22.57
a-169.2x-18,-169.2,-18,-170.3200073,-22.7
a-165.6x-18,-165.6,-18,-166.8800049,-22.83
a-162x-18,-162,-18,-163.4600067,-22.97
a-158.4x-18,-158.4,-18,-160.0599976,-23.1
a-154.8x-18,-154.8,-18,-156.6699982,-23.24
a-151.2x-18,-151.2,-18,-153.3000031,-23.38
a-147.6x-18,-147.6,-18,-149.9499969,-23.52
a-144x-18,-144,-18,-146.6199951,-23.67
a-140.4x-18,-140.4,-18,-143.3000031,-23.82
a-136.8x-18,-136.8,-18,-140,-23.98
a-133.2x-18,-133.2,-18,-136.7200012,-24.15
a-129.6x-18,-129.6,-18,-133.4499969,-24.33
a-126x-18,-126,-18,-130.1999969,-24.52
a-122.4x-18,-122.4,-18,-126.9599991,-24.74
a-118.8x-18,-118.8,-18,-123.7200012,-24.99
a-115.2x-18,-115.2,-18,-120.4800034,-25.26
a-111.6x-18,-111.6,-18,-117.2399979,-25.58
a-108x-18,-108,-18,-113.9700012,-25.94
a-104.4x-18,-104.4,-18,-110.6800003,-26.34
a-100.8x-18,-100.8,-18,-107.3399963,-26.8
a-97.2x-18,-97.2,-18,-103.9300003,-27.31
a-93.6x-18,-93.6,-18,-100.4100037,-27.87
a-90x-18,-90,-18,-96.7900009,-28.46
a-86.4x-18,-86.4,-18,-93.0899963,-29.05
a-82.8x-18,-82.8,-18,-89.4300003,-29.64
a-79.2x-18,-79.2,-18,-86.0400009,-30.24
a-75.6x-18,-75.6,-18,-83.2099991,-30.85
a-72x-18,-72,-18,-81.2200012,-31.49
a-68.4x-18,-68.4,-18,-79.9599991,-32.07
a-64.8x-18,-64.8,-18,-78.9800034,-32.55
a-61.2x-18,-61.2,-18,-78.1299973,-32.91
a-57.6x-18,-57.6,-18,-77.1999969,-33.2
a-54x-18,-54,-18,-76.0199966,-33.52
a-50.4x-18,-50.4,-18,-74.5599976,-33.95
a-46.8x-18,-46.8,-18,-72.5800018,-34.59
a-43.2x-18,-43.2,-18,-69.7399979,-35.6
a-39.6x-18,-39.6,-18,-65.8600006,-37.05
a-36x-18,-36,-18,-61.0600014,-38.81
a-32.4x-18,-32.4,-18,-55.7000008,-40.7
a-28.8x-18,-28.8,-18,-50.1399994,-42.5
a-25.2x-18,-25.2,-18,-44.6300011,-44.1
a-21.6x-18,-21.6,-18,-39.2299995,-45.49
a-18x-18,-18,-18,-33.8800011,-46.71
a-14.4x-18,-14.4,-18,-28.5499992,-47.79
a-10.8x-18,-10.8,-18,-23.2299995,-48.73
a-7.2x-18,-7.2,-18,-17.9200001,-49.56
a-3.6x-18,-3.6,-18,-12.6000004,-50.26
a0x-18,0,-18,-7.29,-50.84
a3.6x-18,3.6,-18,-1.99,-51.28
a7.2x-18,7.2,-18,3.21,-51.63
a10.8x-18,10.8,-18,8.2200003,-51.88
a14.4x-18,14.4,-18,12.9899998,-52.04
a18x-18,18,-18,17.5799999,-52.15
a21.6x-18,21.6,-18,22.1000004,-52.18
a25.2x-18,25.2,-18,26.6200008,-52.15
a28.8x-18,28.8,-18,31.2199993,-52.04
a32.4x-18,32.4,-18,35.9500008,-51.87
a36x-18,36,-18,40.7200012,-51.65
a39.6x-18,39.6,-18,45.2799988,-51.36
a43.2x-18,43.2,-18,49.4599991,-50.98
a46.8x-18,46.8,-18,53.3600006,-50.48
a50.4x-18,50.4,-18,57.6100006,-49.82
a54x-18,54,-18,62.3199997,-49
a57.6x-18,57.6,-18,67.0899963,-48.11
a61.2x-18,61.2,-18,71.75,-47.18
a64.8x-18,64.8,-18,76.25,-46.22
a68.4x-18,68.4,-18,80.6200027,-45.24
a72x-18,72,-18,84.8700027,-44.24
a75.6x-18,75.6,-18,89.0100021,-43.22
a79.2x-18,79.2,-18,93.0500031,-42.18
a82.8x-18,82.8,-18,97.0100021,-41.13
a86.4x-18,86.4,-18,100.8700027,-40.08
a90x-18,90,-18,104.6500015,-39.06
a93.6x-18,93.6,-18,108.3300018,-38.08
a97.2x-18,97.2,-18,111.9199982,-37.19
a100.8x-18,100.8,-18,115.4300003,-36.46
a104.4x-18,104.4,-18,118.8799973,-35.93
a108x-18,108,-18,122.2300034,-35.67
a111.6x-18,111.6,-18,125.3600006,-35.65
a115.2x-18,115.2,-18,128.1600037,-35.84
a118.8x-18,118.8,-18,130.5800018,-36.19
a122.4x-18,122.4,-18,132.6399994,-36.65
a126x-18,126,-18,134.4700012,-37.08
a129.6x-18,129.6,-18,136.1600037,-37.29
a133.2x-18,133.2,-18,137.8500061,-37.21
a136.8x-18,136.8,-18,139.6499939,-36.82
a140.4x-18,140.4,-18,141.6999969,-36.12
a144x-18,144,-18,144.1100006,-35.16
a147.6x-18,147.6,-18,147.0899963,-34.01
a151.2x-18,151.2,-18,150.6600037,-32.84
a154.8x-18,154.8,-18,154.4100037,-31.81
a158.4x-18,158.4,-18,158.1699982,-30.97
a162x-18,162,-18,161.8399963,-30.28
a165.6x-18,165.6,-18,165.4199982,-29.66
a169.2x-18,169.2,-18,168.9700012,-29.08
a172.8x-18,172.8,-18,172.5200043,-28.53
a176.4x-18,176.4,-18,175.9499969,-28.05
a-180x-14.4,-180,-14.4,-180.8300018,-18.6
a-176.4x-14.4,-176.4,-14.4,-177.3600006,-18.71
a-172.8x-14.4,-172.8,-14.4,-173.8899994,-18.82
a-169.2x-14.4,-169.2,-14.4,-170.4499969,-18.94
a-165.6x-14.4,-165.6,-14.4,-167.0200043,-19.05
a-162x-14.4,-162,-14.4,-163.6000061,-19.16
a-158.4x-14.4,-158.4,-14.4,-160.1999969,-19.28
a-154.8x-14.4,-154.8,-14.4,-156.8200073,-19.4
a-151.2x-14.4,-151.2,-14.4,-153.4600067,-19.52
a-147.6x-14.4,-147.6,-14.4,-150.1100006,-19.64
a-144x-14.4,-144,-14.4,-146.7899933,-19.76
a-140.4x-14.4,-140.4,-14.4,-143.4799957,-19.89
a-136.8x-14.4,-136.8,-14.4,-140.1999969,-20.03
a-133.2x-14.4,-133.2,-14.4,-136.9299927,-20.17
a-129.6x-14.4,-129.6,-14.4,-133.6799927,-20.33
a-126x-14.4,-126,-14.4,-130.4600067,-20.51
a-122.4x-14.4,-122.4,-14.4,-127.2399979,-20.7
a-118.8x-14.4,-118.8,-14.4,-124.0400009,-20.94
a-115.2x-14.4,-115.2,-14.4,-120.8399963,-21.21
a-111.6x-14.4,-111.6,-14.4,-117.6399994,-21.53
a-108x-14.4,-108,-14.4,-114.4199982,-21.91
a-104.4x-14.4,-104.4,-14.4,-111.1699982,-22.35
a-100.8x-14.4,-100.8,-14.4,-107.8700027,-22.86
a-97.2x-14.4,-97.2,-14.4,-104.4800034,-23.46
a-93.6x-14.4,-93.6,-14.4,-100.9599991,-24.15
a-90x-14.4,-90,-14.4,-97.2799988,-24.93
a-86.4x-14.4,-86.4,-14.4,-93.5,-25.76
a-82.8x-14.4,-82.8,-14.4,-89.7900009,-26.64
a-79.2x-14.4,-79.2,-14.4,-86.4700012,-27.52
a-75.6x-14.4,-75.6,-14.4,-83.8399963,-28.4
a-72x-14.4,-72,-14.4,-82.0299988,-29.26
a-68.4x-14.4,-68.4,-14.4,-80.7600021,-30.07
a-64.8x-14.4,-64.8,-14.4,-79.6800003,-30.79
a-61.2x-14.4,-61.2,-14.4,-78.6699982,-31.41
a-57.6x-14.4,-57.6,-14.4,-77.5899963,-31.95
a-54x-14.4,-54,-14.4,-76.3099976,-32.46
a-50.4x-14.4,-50.4,-14.4,-74.7900009,-32.94
a-46.8x-14.4,-46.8,-14.4,-72.8499985,-33.45
a-43.2x-14.4,-43.2,-14.4,-70.2300034,-34.14
a-39.6x-14.4,-39.6,-14.4,-66.6699982,-35.16
a-36x-14.4,-36,-14.4,-62.1399994,-36.54
a-32.4x-14.4,-32.4,-14.4,-56.8899994,-38.18
a-28.8x-14.4,-28.8,-14.4,-51.3100014,-39.87
a-25.2x-14.4,-25.2,-14.4,-45.7299995,-41.45
a-21.6x-14.4,-21.6,-14.4,-40.2400017,-42.85
a-18x-14.4,-18,-14.4,-34.7999992,-44.1
a-14.4x-14.4,-14.4,-14.4,-29.3799992,-45.21
a-10.8x-14.4,-10.8,-14.4,-23.9699993,-46.2
a-7.2x-14.4,-7.2,-14.4,-18.5499992,-47.05
a-3.6x-14.4,-3.6,-14.4,-13.1300001,-47.78
a0x-14.4,0,-14.4,-7.7199998,-48.39
a3.6x-14.4,3.6,-14.4,-2.3299999,-48.85
a7.2x-14.4,7.2,-14.4,2.9300001,-49.21
a10.8x-14.4,10.8,-14.4,7.9899998,-49.48
a14.4x-14.4,14.4,-14.4,12.8000002,-49.67
a18x-14.4,18,-14.4,17.4300003,-49.79
a21.6x-14.4,21.6,-14.4,21.9899998,-49.85
a25.2x-14.4,25.2,-14.4,26.5699997,-49.84
a28.8x-14.4,28.8,-14.4,31.2099991,-49.75
a32.4x-14.4,32.4,-14.4,35.9399986,-49.61
a36x-14.4,36,-14.4,40.7200012,-49.41
a39.6x-14.4,39.6,-14.4,45.3899994,-49.13
a43.2x-14.4,43.2,-14.4,49.7999992,-48.73
a46.8x-14.4,46.8,-14.4,53.9900017,-48.15
a50.4x-14.4,50.4,-14.4,58.3800011,-47.32
