OBJECTID,index,cx,cy,x,y,dx,dy
4520,a-111.6x-18,-117.2381344,-25.57949529,-111.6,-18,-5.638134376,-7.579495292
4521,a-108x-18,-113.9737031,-25.9375299,-108,-18,-5.973703125,-7.937529897
4522,a-104.4x-18,-110.6787199,-26.34257143,-104.4,-18,-6.27871993,-8.342571427
4523,a-100.8x-18,-107.3380713,-26.79763018,-100.8,-18,-6.53807128,-8.79763018
4524,a-97.2x-18,-103.9288193,-27.30590416,-97.2,-18,-6.728819316,-9.305904158
4525,a-93.6x-18,-100.4143497,-27.86713808,-93.6,-18,-6.814349734,-9.867138075
4526,a-90x-18,-96.79073515,-28.45663394,-90,-18,-6.79073515,-10.45663394
4527,a-86.4x-18,-93.08933918,-29.05168263,-86.4,-18,-6.689339178,-11.05168263
4528,a-82.8x-18,-89.43328092,-29.64309861,-82.8,-18,-6.633280923,-11.64309861
4529,a-79.2x-18,-86.04376713,-30.23733395,-79.2,-18,-6.843767128,-12.23733395
4530,a-75.6x-18,-83.20735804,-30.85111475,-75.6,-18,-7.607358042,-12.85111475
4531,a-72x-18,-81.22398427,-31.48959182,-72,-18,-9.223984275,-13.48959182
4532,a-68.4x-18,-79.95832788,-32.07067304,-68.4,-18,-11.55832788,-14.07067304
4533,a-64.8x-18,-78.98388734,-32.55278225,-64.8,-18,-14.18388734,-14.55278225
4534,a-61.2x-18,-78.12963867,-32.91168477,-61.2,-18,-16.92963867,-14.91168477
4535,a-57.6x-18,-77.19700351,-33.20386069,-57.6,-18,-19.59700351,-15.20386069
4536,a-54x-18,-76.02463094,-33.52370461,-54,-18,-22.02463094,-15.52370461
4537,a-50.4x-18,-74.56008649,-33.94698442,-50.4,-18,-24.16008649,-15.94698442
4538,a-46.8x-18,-72.57863274,-34.58683092,-46.8,-18,-25.77863274,-16.58683092
4539,a-43.2x-18,-69.7408134,-35.60147822,-43.2,-18,-26.5408134,-17.60147822
4540,a-39.6x-18,-65.85733046,-37.04624663,-39.6,-18,-26.25733046,-19.04624663
4541,a-36x-18,-61.06290843,-38.8117418,-36,-18,-25.06290843,-20.8117418
4542,a-32.4x-18,-55.69672495,-40.69614869,-32.4,-18,-23.29672495,-22.69614869
4543,a-28.8x-18,-50.1394865,-42.49576925,-28.8,-18,-21.3394865,-24.49576925
4544,a-25.2x-18,-44.63321805,-44.10141958,-25.2,-18,-19.43321805,-26.10141958
4545,a-21.6x-18,-39.23115386,-45.48500491,-21.6,-18,-17.63115386,-27.48500491
4546,a-18x-18,-33.87947336,-46.70552791,-18,-18,-15.87947336,-28.70552791
4547,a-14.4x-18,-28.55132486,-47.78549917,-14.4,-18,-14.15132486,-29.78549917
4548,a-10.8x-18,-23.2331006,-48.73390411,-10.8,-18,-12.4331006,-30.73390411
4549,a-7.2x-18,-17.91836406,-49.55621342,-7.2,-18,-10.71836406,-31.55621342
4550,a-3.6x-18,-12.6049283,-50.2564933,-3.6,-18,-9.004928296,-32.2564933
4551,a0x-18,-7.29138866,-50.83907596,0,-18,-7.29138866,-32.83907596
4552,a3.6x-18,-1.994576572,-51.28497455,3.6,-18,-5.594576572,-33.28497455
4553,a7.2x-18,3.210014314,-51.62631932,7.2,-18,-3.989985686,-33.62631932
4554,a10.8x-18,8.215951901,-51.8751063,10.8,-18,-2.584048099,-33.8751063
4555,a14.4x-18,12.9909222,-52.04468829,14.4,-18,-1.409077802,-34.04468829
4556,a18x-18,17.58317497,-52.14610569,18,-18,-0.416825035,-34.14610569
4557,a21.6x-18,22.09552942,-52.18472573,21.6,-18,0.495529423,-34.18472573
4558,a25.2x-18,26.61633838,-52.15364964,25.2,-18,1.416338377,-34.15364964
4559,a28.8x-18,31.22145948,-52.04224998,28.8,-18,2.421459484,-34.04224998
4560,a32.4x-18,35.95299143,-51.87210875,32.4,-18,3.552991427,-33.87210875
4561,a36x-18,40.71950334,-51.6464312,36,-18,4.719503342,-33.6464312
4562,a39.6x-18,45.28044154,-51.35567723,39.6,-18,5.680441545,-33.35567723
4563,a43.2x-18,49.46228513,-50.97712486,43.2,-18,6.262285127,-32.97712486
4564,a46.8x-18,53.35930409,-50.47852151,46.8,-18,6.559304085,-32.47852151
4565,a50.4x-18,57.61084216,-49.81620728,50.4,-18,7.210842163,-31.81620728
4566,a54x-18,62.32485915,-49.00168205,54,-18,8.324859147,-31.00168205
4567,a57.6x-18,67.09198766,-48.11071367,57.6,-18,9.491987658,-30.11071367
4568,a61.2x-18,71.75040418,-47.1780776,61.2,-18,10.55040418,-29.1780776
4569,a64.8x-18,76.25341395,-46.22036856,64.8,-18,11.45341395,-28.22036856
4570,a68.4x-18,80.61685494,-45.24219296,68.4,-18,12.21685494,-27.24219296
4571,a72x-18,84.8663942,-44.24350876,72,-18,12.8663942,-26.24350876
4572,a75.6x-18,89.00839977,-43.22043316,75.6,-18,13.40839977,-25.22043316
4573,a79.2x-18,93.05222041,-42.17849047,79.2,-18,13.85222041,-24.17849047
4574,a82.8x-18,97.007162,-41.12781659,82.8,-18,14.207162,-23.12781659
4575,a86.4x-18,100.8726065,-40.08136831,86.4,-18,14.47260652,-22.08136831
4576,a90x-18,104.6471841,-39.0579062,90,-18,14.64718407,-21.0579062
4577,a93.6x-18,108.3302665,-38.08309141,93.6,-18,14.73026653,-20.08309141
4578,a97.2x-18,111.9242065,-37.19061524,97.2,-18,14.7242065,-19.19061524
4579,a100.8x-18,115.4327577,-36.45526002,100.8,-18,14.63275775,-18.45526002
4580,a104.4x-18,118.8830352,-35.93441333,104.4,-18,14.48303524,-17.93441333
4581,a108x-18,122.2309692,-35.66564237,108,-18,14.23096918,-17.66564237
4582,a111.6x-18,125.3627344,-35.64717437,111.6,-18,13.76273439,-17.64717437
4583,a115.2x-18,128.1648859,-35.84137701,115.2,-18,12.96488593,-17.84137701
4584,a118.8x-18,130.5779688,-36.19310579,118.8,-18,11.77796879,-18.19310579
4585,a122.4x-18,132.6446533,-36.65289045,122.4,-18,10.24465325,-18.65289045
4586,a126x-18,134.4736294,-37.07829753,126,-18,8.473629381,-19.07829753
4587,a129.6x-18,136.159975,-37.28762876,129.6,-18,6.559975004,-19.28762876
4588,a133.2x-18,137.8451917,-37.20667849,133.2,-18,4.645191685,-19.20667849
4589,a136.8x-18,139.6535839,-36.81604826,136.8,-18,2.853583917,-18.81604826
4590,a140.4x-18,141.7004275,-36.12417775,140.4,-18,1.300427513,-18.12417775
4591,a144x-18,144.1129453,-35.16295624,144,-18,0.112945267,-17.16295624
4592,a147.6x-18,147.0889482,-34.00536465,147.6,-18,-0.511051803,-16.00536465
4593,a151.2x-18,150.6551078,-32.83515278,151.2,-18,-0.544892241,-14.83515278
4594,a154.8x-18,154.4142364,-31.81226896,154.8,-18,-0.385763602,-13.81226896
4595,a158.4x-18,158.1742692,-30.96991295,158.4,-18,-0.225730758,-12.96991295
4596,a162x-18,161.8414437,-30.27513037,162,-18,-0.158556343,-12.27513037
4597,a165.6x-18,165.418651,-29.66405376,165.6,-18,-0.181348958,-11.66405376
4598,a169.2x-18,168.9694507,-29.08069916,169.2,-18,-0.230549299,-11.08069916
4599,a172.8x-18,172.519257,-28.5324761,172.8,-18,-0.280742979,-10.5324761
4600,a176.4x-18,175.9470324,-28.04629498,176.4,-18,-0.45296758,-10.04629498
4601,a-180x-14.4,-180.8304601,-18.60235502,-180,-14.4,-0.830460113,-4.20235502
4602,a-176.4x-14.4,-177.355113,-18.71136435,-176.4,-14.4,-0.955113025,-4.311364348
4603,a-172.8x-14.4,-173.8928635,-18.8222944,-172.8,-14.4,-1.092863491,-4.422294396
4604,a-169.2x-14.4,-170.4464611,-18.93504714,-169.2,-14.4,-1.246461123,-4.535047143
4605,a-165.6x-14.4,-167.0157864,-19.04912462,-165.6,-14.4,-1.415786444,-4.649124617
4606,a-162x-14.4,-163.600568,-19.16429136,-162,-14.4,-1.600568035,-4.76429136
4607,a-158.4x-14.4,-160.2016266,-19.28049775,-158.4,-14.4,-1.801626638,-4.880497751
4608,a-154.8x-14.4,-156.819632,-19.39783656,-154.8,-14.4,-2.019631997,-4.99783656
4609,a-151.2x-14.4,-153.4551717,-19.51657568,-151.2,-14.4,-2.255171717,-5.116575678
4610,a-147.6x-14.4,-150.1090677,-19.63718735,-147.6,-14.4,-2.509067662,-5.237187353
4611,a-144x-14.4,-146.7852648,-19.76133121,-144,-14.4,-2.785264768,-5.36133121
4612,a-140.4x-14.4,-143.4813495,-19.89032188,-140.4,-14.4,-3.081349455,-5.490321879
4613,a-136.8x-14.4,-140.1968102,-20.02620023,-136.8,-14.4,-3.396810222,-5.626200227
4614,a-133.2x-14.4,-136.9315457,-20.1716665,-133.2,-14.4,-3.731545692,-5.771666503
4615,a-129.6x-14.4,-133.6848473,-20.33012915,-129.6,-14.4,-4.084847349,-5.930129147
4616,a-126x-14.4,-130.4552795,-20.50576365,-126,-14.4,-4.455279497,-6.105763652
4617,a-122.4x-14.4,-127.2413072,-20.70409192,-122.4,-14.4,-4.841307208,-6.304091922
4618,a-118.8x-14.4,-124.0396672,-20.93813264,-118.8,-14.4,-5.239667158,-6.538132642
4619,a-115.2x-14.4,-120.8417472,-21.2112865,-115.2,-14.4,-5.641747152,-6.811286497
4620,a-111.6x-14.4,-117.6386835,-21.53175237,-111.6,-14.4,-6.038683495,-7.131752369
4621,a-108x-14.4,-114.4192793,-21.90803552,-108,-14.4,-6.419279342,-7.508035518
4622,a-104.4x-14.4,-111.1686563,-22.3485707,-104.4,-14.4,-6.768656284,-7.948570695
4623,a-100.8x-14.4,-107.8672753,-22.86123496,-100.8,-14.4,-7.067275253,-8.461234959
4624,a-97.2x-14.4,-104.4839246,-23.45742007,-97.2,-14.4,-7.283924566,-9.057420072
4625,a-93.6x-14.4,-100.961971,-24.1524568,-93.6,-14.4,-7.361971036,-9.752456801
4626,a-90x-14.4,-97.28317181,-24.92795314,-90,-14.4,-7.283171809,-10.52795314
4627,a-86.4x-14.4,-93.49627392,-25.76390466,-86.4,-14.4,-7.096273921,-11.36390466
4628,a-82.8x-14.4,-89.79343042,-26.63711827,-82.8,-14.4,-6.993430423,-12.23711827
4629,a-79.2x-14.4,-86.47122099,-27.52305282,-79.2,-14.4,-7.271220988,-13.12305282
4630,a-75.6x-14.4,-83.83713195,-28.39956388,-75.6,-14.4,-8.237131946,-13.99956388
4631,a-72x-14.4,-82.0262058,-29.26001175,-72,-14.4,-10.0262058,-14.86001175
4632,a-68.4x-14.4,-80.75518248,-30.06814811,-68.4,-14.4,-12.35518248,-15.66814811
4633,a-64.8x-14.4,-79.67634028,-30.78850701,-64.8,-14.4,-14.87634028,-16.38850701
4634,a-61.2x-14.4,-78.67166029,-31.40631476,-61.2,-14.4,-17.47166029,-17.00631476
4635,a-57.6x-14.4,-77.59385437,-31.94940678,-57.6,-14.4,-19.99385437,-17.54940678
4636,a-54x-14.4,-76.31428155,-32.45673775,-54,-14.4,-22.31428155,-18.05673775
4637,a-50.4x-14.4,-74.78560994,-32.94491435,-50.4,-14.4,-24.38560994,-18.54491435
4638,a-46.8x-14.4,-72.84513092,-33.45472774,-46.8,-14.4,-26.04513092,-19.05472774
4639,a-43.2x-14.4,-70.22916226,-34.1392576,-43.2,-14.4,-27.02916226,-19.7392576
4640,a-39.6x-14.4,-66.66637406,-35.15824659,-39.6,-14.4,-27.06637406,-20.75824659
4641,a-36x-14.4,-62.13900133,-36.54259413,-36,-14.4,-26.13900133,-22.14259413
4642,a-32.4x-14.4,-56.89323805,-38.17830348,-32.4,-14.4,-24.49323805,-23.77830348
4643,a-28.8x-14.4,-51.31294954,-39.87082059,-28.8,-14.4,-22.51294954,-25.47082059
4644,a-25.2x-14.4,-45.726351,-41.45256743,-25.2,-14.4,-20.526351,-27.05256743
4645,a-21.6x-14.4,-40.24138196,-42.85047874,-21.6,-14.4,-18.64138196,-28.45047874
4646,a-18x-14.4,-34.80393059,-44.09890502,-18,-14.4,-16.80393059,-29.69890502
4647,a-14.4x-14.4,-29.38354547,-45.21246049,-14.4,-14.4,-14.98354547,-30.81246049
4648,a-10.8x-14.4,-23.96679313,-46.19537625,-10.8,-14.4,-13.16679313,-31.79537625
4649,a-7.2x-14.4,-18.54899004,-47.05016195,-7.2,-14.4,-11.34899004,-32.65016195
4650,a-3.6x-14.4,-13.13093495,-47.77909134,-3.6,-14.4,-9.530934954,-33.37909134
4651,a0x-14.4,-7.716230871,-48.38501845,0,-14.4,-7.716230871,-33.98501845
4652,a3.6x-14.4,-2.333639419,-48.85010326,3.6,-14.4,-5.933639419,-34.45010326
4653,a7.2x-14.4,2.934633787,-49.21059521,7.2,-14.4,-4.265366213,-34.81059521
4654,a10.8x-14.4,7.985087096,-49.48057197,10.8,-14.4,-2.814912904,-35.08057197
4655,a14.4x-14.4,12.79684897,-49.67216852,14.4,-14.4,-1.60315103,-35.27216852
4656,a18x-14.4,17.43003624,-49.79435725,18,-14.4,-0.569963757,-35.39435725
4657,a21.6x-14.4,21.99351942,-49.85176829,21.6,-14.4,0.393519422,-35.45176829
4658,a25.2x-14.4,26.5708137,-49.84052681,25.2,-14.4,1.370813702,-35.44052681
4659,a28.8x-14.4,31.21053305,-49.75228842,28.8,-14.4,2.410533054,-35.35228842
4660,a32.4x-14.4,35.93881015,-49.60738651,32.4,-14.4,3.538810154,-35.20738651
4661,a36x-14.4,40.71781059,-49.40657715,36,-14.4,4.717810588,-35.00657715
4662,a39.6x-14.4,45.38819336,-49.12918441,39.6,-14.4,5.78819336,-34.72918441
4663,a43.2x-14.4,49.80431981,-48.73048985,43.2,-14.4,6.604319814,-34.33048985
4664,a46.8x-14.4,53.98536805,-48.14989091,46.8,-14.4,7.185368047,-33.74989091
4665,a50.4x-14.4,58.38331131,-47.32327391,50.4,-14.4,7.983311312,-32.92327391
4666,a54x-14.4,63.14880186,-46.31487173,54,-14.4,9.148801858,-31.91487173
4667,a57.6x-14.4,67.94324089,-45.2496996,57.6,-14.4,10.34324089,-30.8496996
4668,a61.2x-14.4,72.62323891,-44.17179041,61.2,-14.4,11.42323891,-29.77179041
4669,a64.8x-14.4,77.14737195,-43.09536419,64.8,-14.4,12.34737195,-28.69536419
4670,a68.4x-14.4,81.53241344,-42.01698748,68.4,-14.4,13.13241344,-27.61698748
4671,a72x-14.4,85.80628943,-40.92750054,72,-14.4,13.80628943,-26.52750054
4672,a75.6x-14.4,89.97474398,-39.8169796,75.6,-14.4,14.37474398,-25.4169796
4673,a79.2x-14.4,94.04274053,-38.68483057,79.2,-14.4,14.84274053,-24.28483057
4674,a82.8x-14.4,98.01290107,-37.54184871,82.8,-14.4,15.21290107,-23.14184871
4675,a86.4x-14.4,101.8795301,-36.40314453,86.4,-14.4,15.47953005,-22.00314453
4676,a90x-14.4,105.6335431,-35.2909374,90,-14.4,15.63354306,-20.8909374
4677,a93.6x-14.4,109.2630398,-34.23741194,93.6,-14.4,15.66303976,-19.83741194
4678,a97.2x-14.4,112.7562936,-33.2877601,97.2,-14.4,15.55629361,-18.8877601
4679,a100.8x-14.4,116.0991977,-32.53968352,100.8,-14.4,15.29919767,-18.13968352
4680,a104.4x-14.4,119.3506002,-32.03435628,104.4,-14.4,14.95060025,-17.63435628
4681,a108x-14.4,122.5009317,-31.7728272,108,-14.4,14.50093167,-17.3728272
4682,a111.6x-14.4,125.4523879,-31.7516507,111.6,-14.4,13.85238791,-17.3516507
4683,a115.2x-14.4,128.0947284,-31.9629989,115.2,-14.4,12.89472842,-17.5629989
4684,a118.8x-14.4,130.3799652,-32.39663118,118.8,-14.4,11.57996516,-17.99663118
4685,a122.4x-14.4,132.4024896,-33.03322934,122.4,-14.4,10.00248963,-18.63322934
4686,a126x-14.4,134.3739589,-33.63838775,126,-14.4,8.373958886,-19.23838775
4687,a129.6x-14.4,136.3067257,-33.8977727,129.6,-14.4,6.70672567,-19.4977727
4688,a133.2x-14.4,138.287131,-33.72605515,133.2,-14.4,5.087131039,-19.32605515
4689,a136.8x-14.4,140.3953356,-33.16975439,136.8,-14.4,3.595335647,-18.76975439
4690,a140.4x-14.4,142.6917149,-32.33452692,140.4,-14.4,2.291714876,-17.93452692
4691,a144x-14.4,145.2415709,-31.33088436,144,-14.4,1.241570895,-16.93088436
4692,a147.6x-14.4,148.1966716,-30.23172087,147.6,-14.4,0.59667164,-15.83172087
4693,a151.2x-14.4,151.6166636,-29.1458042,151.2,-14.4,0.4166636,-14.7458042
4694,a154.8x-14.4,155.205705,-28.1821185,154.8,-14.4,0.405705011,-13.7821185
4695,a158.4x-14.4,158.8249246,-27.36393699,158.4,-14.4,0.42492463,-12.96393699
4696,a162x-14.4,162.4094768,-26.66912965,162,-14.4,0.409476787,-12.26912965
4697,a165.6x-14.4,165.9522665,-26.05743127,165.6,-14.4,0.352266479,-11.65743127
4698,a169.2x-14.4,169.4753473,-25.49607303,169.2,-14.4,0.275347284,-11.09607303
4699,a172.8x-14.4,172.9766167,-24.9904994,172.8,-14.4,0.17661672,-10.5904994
4700,a176.4x-14.4,176.3961639,-24.52525634,176.4,-14.4,-0.003836135,-10.12525634
4701,a-180x-10.8,-180.9342502,-14.87741749,-180,-10.8,-0.934250229,-4.07741749
4702,a-176.4x-10.8,-177.4619295,-14.97229614,-176.4,-10.8,-1.061929541,-4.172296137
4703,a-172.8x-10.8,-174.0026846,-15.06808113,-172.8,-10.8,-1.202684565,-4.26808113
4704,a-169.2x-10.8,-170.5592383,-15.16450963,-169.2,-10.8,-1.359238295,-4.364509632
4705,a-165.6x-10.8,-167.1317,-15.26120545,-165.6,-10.8,-1.531699975,-4.46120545
4706,a-162x-10.8,-163.719836,-15.35795729,-162,-10.8,-1.719835958,-4.557957291
4707,a-158.4x-10.8,-160.3246905,-15.45464323,-158.4,-10.8,-1.92469047,-4.654643232
4708,a-154.8x-10.8,-156.9471353,-15.55128794,-154.8,-10.8,-2.147135286,-4.751287945
4709,a-151.2x-10.8,-153.5879852,-15.64811195,-151.2,-10.8,-2.387985249,-4.848111951
4710,a-147.6x-10.8,-150.2484812,-15.74556288,-147.6,-10.8,-2.648481161,-4.945562884
4711,a-144x-10.8,-146.9332662,-15.84503075,-144,-10.8,-2.933266174,-5.045030752
4712,a-140.4x-10.8,-143.6404473,-15.94815272,-140.4,-10.8,-3.240447324,-5.148152721
4713,a-136.8x-10.8,-140.3699372,-16.05723664,-136.8,-10.8,-3.569937249,-5.257236642
4714,a-133.2x-10.8,-137.1223684,-16.17534257,-133.2,-10.8,-3.922368394,-5.375342572
4715,a-129.6x-10.8,-133.8977205,-16.30641372,-129.6,-10.8,-4.297720456,-5.506413716
4716,a-126x-10.8,-130.6951774,-16.45539654,-126,-10.8,-4.695177362,-5.65539654
4717,a-122.4x-10.8,-127.5141536,-16.6289614,-122.4,-10.8,-5.114153648,-5.828961404
4718,a-118.8x-10.8,-124.3529275,-16.84295097,-118.8,-10.8,-5.552927454,-6.042950973
4719,a-115.2x-10.8,-121.2021732,-17.10294521,-115.2,-10.8,-6.002173188,-6.302945213
4720,a-111.6x-10.8,-118.0522842,-17.42057104,-111.6,-10.8,-6.452284223,-6.620571042
4721,a-108x-10.8,-114.8907663,-17.80870719,-108,-10.8,-6.890766251,-7.008707192
4722,a-104.4x-10.8,-111.7001341,-18.28136393,-104.4,-10.8,-7.300134126,-7.481363932
4723,a-100.8x-10.8,-108.4563245,-18.85358837,-100.8,-10.8,-7.656324507,-8.053588371
4724,a-97.2x-10.8,-105.1200385,-19.54925532,-97.2,-10.8,-7.920038529,-8.749255322
4725,a-93.6x-10.8,-101.6109919,-20.41092779,-93.6,-10.8,-8.010991862,-9.610927789
4726,a-90x-10.8,-97.890785,-21.44370659,-90,-10.8,-7.890784999,-10.64370659
4727,a-86.4x-10.8,-94.01742087,-22.63822672,-86.4,-10.8,-7.617420873,-11.83822672
4728,a-82.8x-10.8,-90.25076502,-23.93174511,-82.8,-10.8,-7.450765024,-13.13174511
4729,a-79.2x-10.8,-86.96790664,-25.21515833,-79.2,-10.8,-7.767906645,-14.41515833
4730,a-75.6x-10.8,-84.50804904,-26.36627783,-75.6,-10.8,-8.908049044,-15.56627783
4731,a-72x-10.8,-82.86438717,-27.35267399,-72,-10.8,-10.86438717,-16.55267399
4732,a-68.4x-10.8,-81.62123529,-28.25452192,-68.4,-10.8,-13.22123529,-17.45452192
4733,a-64.8x-10.8,-80.47925685,-29.12292294,-64.8,-10.8,-15.67925685,-18.32292294
4734,a-61.2x-10.8,-79.35681245,-29.92730372,-61.2,-10.8,-18.15681245,-19.12730372
4735,a-57.6x-10.8,-78.14739759,-30.67065902,-57.6,-10.8,-20.54739759,-19.87065902
4736,a-54x-10.8,-76.7263253,-31.36077999,-54,-10.8,-22.7263253,-20.56077999
4737,a-50.4x-10.8,-74.99118024,-31.96856557,-50.4,-10.8,-24.59118024,-21.16856557
4738,a-46.8x-10.8,-72.83806282,-32.46730045,-46.8,-10.8,-26.03806282,-21.66730045
4739,a-43.2x-10.8,-70.22352837,-32.94548145,-43.2,-10.8,-27.02352837,-22.14548145
4740,a-39.6x-10.8,-66.88866275,-33.60250655,-39.6,-10.8,-27.28866275,-22.80250655
4741,a-36x-10.8,-62.67800102,-34.57861224,-36,-10.8,-26.67800102,-23.77861224
4742,a-32.4x-10.8,-57.69347361,-35.8749554,-32.4,-10.8,-25.29347361,-25.0749554
4743,a-28.8x-10.8,-52.24278975,-37.36601442,-28.8,-10.8,-23.44278975,-26.56601442
4744,a-25.2x-10.8,-46.687021,-38.86773796,-25.2,-10.8,-21.487021,-28.06773796
4745,a-21.6x-10.8,-41.17987593,-40.26037347,-21.6,-10.8,-19.57987593,-29.46037347
4746,a-18x-10.8,-35.69087903,-41.53201528,-18,-10.8,-17.69087903,-30.73201528
4747,a-14.4x-10.8,-30.19672557,-42.68185747,-14.4,-10.8,-15.79672557,-31.88185747
4748,a-10.8x-10.8,-24.69058612,-43.70476347,-10.8,-10.8,-13.89058612,-32.90476347
4749,a-7.2x-10.8,-19.17383518,-44.59622181,-7.2,-10.8,-11.97383518,-33.79622181
4750,a-3.6x-10.8,-13.65352334,-45.35351489,-3.6,-10.8,-10.05352334,-34.55351489
4751,a0x-10.8,-8.142010624,-45.97726196,0,-10.8,-8.142010624,-35.17726196
4752,a3.6x-10.8,-2.685151029,-46.45280299,3.6,-10.8,-6.285151029,-35.65280299
4753,a7.2x-10.8,2.627619123,-46.82394858,7.2,-10.8,-4.572380877,-36.02394858
4754,a10.8x-10.8,7.706321019,-47.11013045,10.8,-10.8,-3.093678981,-36.31013045
4755,a14.4x-10.8,12.54588997,-47.32324561,14.4,-10.8,-1.854110026,-36.52324561
4756,a18x-10.8,17.21620899,-47.46848863,18,-10.8,-0.783791014,-36.66848863
4757,a21.6x-10.8,21.82656598,-47.54631788,21.6,-10.8,0.226565981,-36.74631788
4758,a25.2x-10.8,26.45407265,-47.55347374,25.2,-10.8,1.254072654,-36.75347374
4759,a28.8x-10.8,31.12882348,-47.47733783,28.8,-10.8,2.328823484,-36.67733783
4760,a32.4x-10.8,35.86744864,-47.3270443,32.4,-10.8,3.467448636,-36.5270443
4761,a36x-10.8,40.67819607,-47.09444623,36,-10.8,4.678196074,-36.29444623
4762,a39.6x-10.8,45.4827997,-46.75729685,39.6,-10.8,5.882799699,-35.95729685
4763,a43.2x-10.8,50.18042336,-46.27444542,43.2,-10.8,6.980423361,-35.47444542
4764,a46.8x-10.8,54.73665769,-45.5908075,46.8,-10.8,7.936657693,-34.7908075
4765,a50.4x-10.8,59.36616565,-44.64410131,50.4,-10.8,8.966165655,-33.84410131
4766,a54x-10.8,64.17264725,-43.50331384,54,-10.8,10.17264725,-32.70331384
4767,a57.6x-10.8,68.94933777,-42.30899486,57.6,-10.8,11.34933777,-31.50899486
4768,a61.2x-10.8,73.60334318,-41.11451995,61.2,-10.8,12.40334318,-30.31451995
4769,a64.8x-10.8,78.11218775,-39.9373093,64.8,-10.8,13.31218775,-29.1373093
4770,a68.4x-10.8,82.49579387,-38.77137994,68.4,-10.8,14.09579387,-27.97137994
4771,a72x-10.8,86.7834954,-37.60066914,72,-10.8,14.7834954,-26.80066914
4772,a75.6x-10.8,90.98061353,-36.40441166,75.6,-10.8,15.38061353,-25.60441166
4773,a79.2x-10.8,95.08113947,-35.1743023,79.2,-10.8,15.88113947,-24.3743023
4774,a82.8x-10.8,99.07631958,-33.92507827,82.8,-10.8,16.27631958,-23.12507827
4775,a86.4x-10.8,102.9544344,-32.67451223,86.4,-10.8,16.55443442,-21.87451223
4776,a90x-10.8,106.6971683,-31.44797229,90,-10.8,16.69716828,-20.64797229
4777,a93.6x-10.8,110.2764255,-30.28550787,93.6,-10.8,16.67642553,-19.48550787
4778,a97.2x-10.8,113.6568481,-29.24963303,97.2,-10.8,16.45684807,-18.44963303
4779,a100.8x-10.8,116.8049183,-28.47712608,100.8,-10.8,16.00491828,-17.67712608
4780,a104.4x-10.8,119.8541044,-27.986812,104.4,-10.8,15.45410438,-17.186812
4781,a108x-10.8,122.8242859,-27.73367525,108,-10.8,14.82428594,-16.93367525
4782,a111.6x-10.8,125.6025885,-27.71306082,111.6,-10.8,14.00258848,-16.91306082
4783,a115.2x-10.8,128.0682683,-27.92972629,115.2,-10.8,12.86826828,-17.12972629
4784,a118.8x-10.8,130.2008402,-28.37615677,118.8,-10.8,11.40084022,-17.57615677
4785,a122.4x-10.8,132.1864674,-29.00157689,122.4,-10.8,9.786467391,-18.20157689
4786,a126x-10.8,134.3446002,-29.4972407,126,-10.8,8.344600227,-18.6972407
4787,a129.6x-10.8,136.5788265,-29.62731747,129.6,-10.8,6.978826468,-18.82731747
4788,a133.2x-10.8,138.8751954,-29.37564643,133.2,-10.8,5.675195367,-18.57564643
4789,a136.8x-10.8,141.2429267,-28.80636298,136.8,-10.8,4.442926717,-18.00636298
4790,a140.4x-10.8,143.6983908,-28.03354557,140.4,-10.8,3.298390787,-17.23354557
4791,a144x-10.8,146.2926338,-27.16878109,144,-10.8,2.292633793,-16.36878109
4792,a147.6x-10.8,149.1957979,-26.24197166,147.6,-10.8,1.595797858,-15.44197166
4793,a151.2x-10.8,152.5063027,-25.28558912,151.2,-10.8,1.306302726,-14.48558912
4794,a154.8x-10.8,155.9737638,-24.39772214,154.8,-10.8,1.173763817,-13.59772214
4795,a158.4x-10.8,159.4865237,-23.61069775,158.4,-10.8,1.086523697,-12.81069775
4796,a162x-10.8,162.9945131,-22.92244696,162,-10.8,0.994513098,-12.12244696
